Timestamp,Data
2020-01-01 00:00:00,0.4558862566626437
2020-01-01 00:01:00,0.055042992449667705
2020-01-01 00:02:00,0.6346704745343691
2020-01-01 00:03:00,0.7940722473245799
2020-01-01 00:04:00,0.6208828534833274
2020-01-01 00:05:00,0.9611633544714034
2020-01-01 00:06:00,0.431739834580691
2020-01-01 00:07:00,0.7460961790584649
2020-01-01 00:08:00,0.4290667774525829
2020-01-01 00:09:00,0.7830247449676381
2020-01-01 00:10:00,0.9374421406152142
2020-01-01 00:11:00,0.9914827239241907
2020-01-01 00:12:00,0.05650641310056592
2020-01-01 00:13:00,0.5023840760657733
2020-01-01 00:14:00,0.9841485302191915
2020-01-01 00:15:00,0.0352341420783413
2020-01-01 00:16:00,0.42276388397635967
2020-01-01 00:17:00,0.434600390797495
2020-01-01 00:18:00,0.2899706365198824
2020-01-01 00:19:00,0.6956201332477361
2020-01-01 00:20:00,0.21519204654230317
2020-01-01 00:21:00,0.05886417468014271
2020-01-01 00:22:00,0.9750643484539557
2020-01-01 00:23:00,0.45959864798838534
2020-01-01 00:24:00,0.990724847698777
2020-01-01 00:25:00,0.8783158928083038
2020-01-01 00:26:00,0.9286193619395663
2020-01-01 00:27:00,0.6045822488473721
2020-01-01 00:28:00,0.675672659147175
2020-01-01 00:29:00,0.8945984972834904
2020-01-01 00:30:00,0.11525545573679896
2020-01-01 00:31:00,0.5369183730092133
2020-01-01 00:32:00,0.30791872530884534
2020-01-01 00:33:00,0.8366342640148549
2020-01-01 00:34:00,0.6570563584105154
2020-01-01 00:35:00,0.4966269173718406
2020-01-01 00:36:00,0.9954633130392384
2020-01-01 00:37:00,0.6027356903225376
2020-01-01 00:38:00,0.26375998198331807
2020-01-01 00:39:00,0.8182949130486722
2020-01-01 00:40:00,0.23174924667449426
2020-01-01 00:41:00,0.6483988284039285
2020-01-01 00:42:00,0.8905187568482922
2020-01-01 00:43:00,0.25332086685942434
2020-01-01 00:44:00,0.1380957061579502
2020-01-01 00:45:00,0.6622826697320857
2020-01-01 00:46:00,0.7800502768947106
2020-01-01 00:47:00,0.780059164151304
2020-01-01 00:48:00,0.35652144215051584
2020-01-01 00:49:00,0.4370519923414331
2020-01-01 00:50:00,0.7303975517751292
2020-01-01 00:51:00,0.404751749602537
2020-01-01 00:52:00,0.8525472741011841
2020-01-01 00:53:00,0.8906382059259023
2020-01-01 00:54:00,0.5028954720091279
2020-01-01 00:55:00,0.47560738110931944
2020-01-01 00:56:00,0.004667525954268337
2020-01-01 00:57:00,0.6529999851965089
2020-01-01 00:58:00,0.0225031416837147
2020-01-01 00:59:00,0.9048992133338639
2020-01-01 01:00:00,0.2269370943757142
2020-01-01 01:01:00,0.2525707799122191
2020-01-01 01:02:00,0.5448976728328269
2020-01-01 01:03:00,0.7380869466360738
2020-01-01 01:04:00,0.41345076031467476
2020-01-01 01:05:00,0.15370385394280794
2020-01-01 01:06:00,0.5173329427850889
2020-01-01 01:07:00,0.8884166653636877
2020-01-01 01:08:00,0.12601802775675064
2020-01-01 01:09:00,0.88131916556652
2020-01-01 01:10:00,0.9274591223453794
2020-01-01 01:11:00,0.41047699284973327
2020-01-01 01:12:00,0.22339181954256437
2020-01-01 01:13:00,0.4971658630788226
2020-01-01 01:14:00,0.8996240699737386
2020-01-01 01:15:00,0.24902211139755737
2020-01-01 01:16:00,0.6059009928210655
2020-01-01 01:17:00,0.09120243171174836
2020-01-01 01:18:00,0.07806404314040527
2020-01-01 01:19:00,0.9952957857690604
2020-01-01 01:20:00,0.47465121722244985
2020-01-01 01:21:00,0.9318179944849376
2020-01-01 01:22:00,0.4897409936940075
2020-01-01 01:23:00,0.5712147558955155
2020-01-01 01:24:00,0.5572580010548898
2020-01-01 01:25:00,0.5169607940152818
2020-01-01 01:26:00,0.5119105977662812
2020-01-01 01:27:00,0.06692907748667698
2020-01-01 01:28:00,0.017378525694673685
2020-01-01 01:29:00,0.5639412027097968
2020-01-01 01:30:00,0.614804974279709
2020-01-01 01:31:00,0.11830075001414764
